,year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
647,2014,Lawyers,"Education, Legal, Community Service, Arts, and Media",Legal,861223,575443,285780,33.2,120885,130819.0,101219.0,77.37331733158027
648,2014,Judicial law clerks,"Education, Legal, Community Service, Arts, and Media",Legal,11531,3470,8061,69.9,61117,61812.0,60639.0,
649,2014,"Judges, magistrates, and other judicial workers","Education, Legal, Community Service, Arts, and Media",Legal,54753,30616,24137,44.1,96222,111928.0,80325.0,71.76488456865128
650,2014,Paralegals and legal assistants,"Education, Legal, Community Service, Arts, and Media",Legal,306773,43126,263647,85.9,46642,49289.0,46319.0,93.97431475582786
651,2014,Miscellaneous legal support workers,"Education, Legal, Community Service, Arts, and Media",Legal,129802,35187,94615,72.9,50929,64394.0,47439.0,73.66990713420505
652,2014,Postsecondary teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",848073,446709,401364,47.3,65698,71982.0,60502.0,84.05156844766745
653,2014,Preschool and kindergarten teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",332062,8003,324059,97.6,24489,28156.0,24377.0,86.57834919732916
654,2014,Elementary and middle school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",2315762,515461,1800301,77.7,49832,52275.0,48594.0,92.95839311334291
655,2014,Secondary school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",535253,231738,303515,56.7,51547,53429.0,50548.0,94.60779726365831
656,2014,Special education teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",172214,24672,147542,85.7,46416,49768.0,45952.0,92.33242244012217
657,2014,Other teachers and instructors,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",362242,170986,191256,52.8,45216,52063.0,38612.0,74.16399362311046
658,2014,"Archivists, curators, and museum technicians","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",30249,12270,17979,59.4,49160,56860.0,45282.0,79.63770664790714
659,2014,Librarians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",114109,20872,93237,81.7,49697,52528.0,48589.0,92.50114224794396
660,2014,Library technicians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",12623,3237,9386,74.4,31038,36862.0,28121.0,
661,2014,Teacher assistants,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",411405,57182,354223,86.1,21634,28311.0,20985.0,74.12313235138285
662,2014,"Other education, training, and library workers","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",77839,22421,55418,71.2,52058,57321.0,50771.0,88.57312328814919
663,2014,Artists and related workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",114321,73161,41160,36.0,46646,51814.0,40191.0,77.56783880804416
664,2014,Designers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",574431,304311,270120,47.0,50005,55533.0,42444.0,76.4302306736535
665,2014,Actors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",10606,6414,4192,39.5,41569,46615.0,38251.0,
666,2014,Producers and directors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",109665,69950,39715,36.2,63063,64642.0,61825.0,95.64215216113364
667,2014,"Athletes, coaches, umpires, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",123608,93262,30346,24.6,42873,46140.0,38242.0,82.8825314260945
668,2014,Dancers and choreographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",8058,1753,6305,78.2,30666,36905.0,27268.0,
669,2014,"Musicians, singers, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",64044,49552,14492,22.6,43538,42472.0,45683.0,107.560275004709
670,2014,"Entertainers and performers, sports and related workers, all other","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",18169,11135,7034,38.7,37299,40847.0,34944.0,
671,2014,Announcers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",23223,18830,4393,18.9,45303,45065.0,46654.0,
672,2014,"News analysts, reporters and correspondents","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",58796,35832,22964,39.1,53751,57304.0,50461.0,88.05842524082087
673,2014,Public relations specialists,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",98358,35621,62737,63.8,64970,76940.0,60011.0,77.99714062906159
674,2014,Editors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",121275,61510,59765,49.3,53892,57804.0,51764.0,89.5508961317556
675,2014,Technical writers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",47369,19623,27746,58.6,66590,69872.0,64769.0,92.69664529425236
676,2014,Writers and authors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",126601,60839,65762,51.9,58150,62207.0,52479.0,84.36188853344477
677,2014,Miscellaneous media and communication workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",44430,15931,28499,64.1,40861,47478.0,36853.0,77.62121403597456
678,2014,"Miscellaneous media and communications equipment workers, including broadcast and sound engineering technicians and radio operators","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",68024,62903,5121,7.5,51725,52122.0,45207.0,
679,2014,Photographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",77681,46986,30695,39.5,37530,40650.0,35015.0,86.13776137761377
680,2014,"Television, video, and motion picture camera operators and editors","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",27759,24264,3495,12.6,50147,51223.0,37703.0,
681,2014,Chiropractors,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,39109,28680,10429,26.7,71112,72458.0,60296.0,83.21510392227222
682,2014,Dentists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,103211,78254,24957,24.2,150041,151764.0,121953.0,80.35700166047283
683,2014,Dietitians and nutritionists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,66139,10548,55591,84.1,47909,46015.0,48645.0,105.71552754536565
684,2014,Optometrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,27120,16955,10165,37.5,101931,120535.0,91378.0,75.81034554278841
685,2014,Pharmacists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,210328,101904,108424,51.5,116276,120410.0,112232.0,93.20820529856323
686,2014,Physicians and surgeons,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,686827,461288,225539,32.8,194521,211526.0,150053.0,70.93832436674452
687,2014,Physician assistants,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,75160,25626,49534,65.9,94513,102354.0,91296.0,89.19631865877251
688,2014,Podiatrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,6580,5080,1500,22.8,102486,135579.0,99821.0,
689,2014,Audiologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,10476,2570,7906,75.5,72709,71475.0,73235.0,
690,2014,Occupational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,62781,9027,53754,85.6,68823,75237.0,66990.0,89.03863790422268
691,2014,Physical therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,154006,57984,96022,62.3,74449,80327.0,71083.0,88.49203879144
692,2014,Radiation therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,13222,3798,9424,71.3,75447,85545.0,72210.0,
693,2014,Recreational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,7545,1976,5569,73.8,46466,51778.0,42049.0,
694,2014,Respiratory therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,89483,33330,56153,62.8,55979,60952.0,52433.0,86.0234282714267
695,2014,Speech-language pathologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,85021,4434,80587,94.8,62054,71703.0,61827.0,
696,2014,"Miscellaneous therapists, including exercise physiologists",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,99395,27919,71476,71.9,46527,50453.0,45564.0,90.3097932729471
697,2014,Veterinarians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,62082,28586,33496,54.0,87898,100638.0,80243.0,79.7342951966454
698,2014,Registered nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,2183447,253618,1929829,88.4,62280,67965.0,61961.0,91.16604134480984
699,2014,Nurse anesthetists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,20026,8875,11151,55.7,150828,162997.0,142372.0,87.34639287839654
700,2014,Nurse midwives,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,4490,0,4490,100.0,96465,,96465.0,
701,2014,Nurse practitioners,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,92649,10063,82586,89.1,93344,100765.0,92421.0,91.71934699548454
702,2014,"Health diagnosing and treating practitioners, all other",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,12639,4201,8438,66.8,45654,52089.0,42772.0,
703,2014,Clinical laboratory technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,240655,67742,172913,71.9,46116,50251.0,45086.0,89.72159758014764
704,2014,Dental hygienists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,62115,4690,57425,92.4,57014,90873.0,56113.0,
705,2014,Diagnostic related technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,243730,77199,166531,68.3,55288,61101.0,52395.0,85.7514606962243
706,2014,Emergency medical technicians and paramedics,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,161288,116818,44470,27.6,42006,45812.0,36003.0,78.58857941150791
707,2014,Health practitioner support technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,431165,109040,322125,74.7,34036,43170.0,31930.0,73.96340050961315
708,2014,Licensed practical and licensed vocational nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,588550,73173,515377,87.6,37020,39777.0,36863.0,92.67415843326543
709,2014,Medical records and health information technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,128111,12214,115897,90.5,35805,37349.0,35578.0,95.258239845779
710,2014,"Opticians, dispensing",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,42394,13631,28763,67.8,37327,45916.0,34290.0,74.67985016116387
